;keywords;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
626;patient expert;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
627;screening;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
628;deontologie;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
629;greffe;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
630;merite;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
631;professional ethics;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
632;utilitarisme;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
633;worthiness;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
634;echocardiography;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
635;longitudinal strain;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
636;treatment;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
637;hepatitis b;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
638;health inequalities;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
639;moral sociology;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
640;scarce supply;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
641;cardiac death donor;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
642;feline;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
643;renal;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
644;surgery;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
645;veterinary;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
646;transgenic animals;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
647;expanded donor criteria;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
648;orthotopic heart transplantation;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
649;expanded criteria organ donation;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
650;human;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
651;art;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
652;ivf;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
653;recipients;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
654;reproduction;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
655;health quality of life;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
656;psychosocial;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
657;information provision;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
658;kidney transplant listing;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
659;child;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
660;emergency department;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
661;commercialization;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
662;organ scarcity;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
663;social research;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
664;organ procurement and transplantation network;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
665;international;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
666;public trust;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
667;organ donation taskforce;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
668;infant;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
669;hospitalization;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
670;hepatitis;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
671;donor selection;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
672;deces par arret circulatoire;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
673;limitation des therapeutiques actives;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
674;selection du donneur;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
675;arab american;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
676;dcd procedures;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
677;soins intensifs;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
678;uterine transplant;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
679;alcohol;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
680;early;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
681;ethic;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
682;severe;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
683;family impact;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
684;foreign nationals;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
685;vital organ donation;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
686;asl perfusion;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
687;mri;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
688;renal function;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
689;transplanted kidney;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
690;ownership;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
691;rights;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
692;newborns and minors;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
693;living donor transplantation;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
694;psychosocial screening;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
695;transparency;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
696;benefits;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
697;fairness;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
698;animal production;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
699;heteronomy;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
700;patient autonomy;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
701;patient care;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
702;singularity;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
703;technology;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
704;generic drugs;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
705;legal aspects;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
706;assisted gestation;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
707;transgenderism;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
708;advanced care planning;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
709;coercion;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
710;genetic engineering;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
711;tubular epithelial cells;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
712;stem cell research;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
713;life;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
714;applied and professional ethics;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
715;developing world;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
716;organ;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
717;rationing treatment;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
718;hiv infection and aids;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
719;critical care nursing;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
720;ethical challenges;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
721;healthcare professionals;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
722;interaction with family;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
723;failure;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
724;special populations;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
725;pancreas transplantation;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
726;cdc;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
727;risks;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
728;small bowel transplantation;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
729;artificial pancreas;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
730;genetically engineered animals;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
731;cardiac death donors;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
732;ex vivo lung perfusion;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
733;donor incentives;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
734;donor reimbursement;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
735;interviews;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
736;ecmo;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
737;circulatory assistance;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
738;hbv;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
739;tissue bank;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
740;hcv;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
741;hiv;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
742;clinician;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
743;infectious disease transmission;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
744;training;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
745;donor registries;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
746;qualitative;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
747;bereavement;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
748;adipose derived stem cells;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
749;adipose tissue;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
750;biobank;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
751;donneur decede apres arret cardiaque;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
752;maori;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
753;attitudes toward death;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
754;nurse;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
755;consumer health information;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
756;decision aid;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
757;information dissemination;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
758;internetbasiert;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
759;donor and donor organ quality;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
760;nonstandard organs for transplant;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
761;academic freedom;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
762;censorship;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
763;criteria for death;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
764;altruistic donor;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
765;desensitization;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
766;incompatible;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
767;kidney exchange;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
768;living donor kidney transplantation;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
769;nondirected donor;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
770;paired donation;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
771;liver clinical;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
772;3d;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
773;ecm;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
774;il;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
775;mhc;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
776;msc;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
777;ncd;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
778;sis;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
779;te;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
780;organspende;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
781;informationsverbreitung;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
782;germany;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
783;adult to adult living donor liver transplantation;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
784;renal disease;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
785;chimpanzee;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
786;fumaryl acetoacetate hydrolase deficient;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
787;hepatocytes;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
788;hhex;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
789;tetraploid;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
790;israel national transplantation committee;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
791;brain and respiratory death;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
792;jewish law;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
793;halacha;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
794;population vulnerability;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
795;biliary complications;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
796;entscheidungshilfe;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
797;liver failure;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
798;outflow;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
799;islamic perspective;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
800;nigeria;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
801;bacterial infection;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
802;fungal infection;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
803;testigos de jehova;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
804;blood transfusion;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
805;transfusion sanguinea;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
806;trasplante renal;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
807;deutschland;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
808;extracellular matrix;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
809;interleukin;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
810;major histocompatibility complex;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
811;experiment;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
812;renal allograft rejection;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
813;soluble fgl2;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
814;advanced directives;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
815;genome research;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
816;latvia;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
817;organ donor quality;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
818;pediatric donation and transplantation;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
819;laparoscopic surgery;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
820;pig model;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
821;ablation;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
822;ex vivo;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
823;in vivo;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
824;xenocorneal transplantation;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
825;muslims and kidney donation;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
826;sharia and transplantation;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
827;brecher;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
828;hughes;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
829;zutlevics;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
830;reluctant sellers;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
831;willing sellers;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
832;social aspects;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
833;kidney sales;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
834;ethical criteria;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
835;mentally incompetents;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
836;mapk pathway;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
837;guideline;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
838;mesenchymal stem cell;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
839;meld score;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
840;noncommunicable disease;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
841;small intestine submucosa;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
842;allocation of health resources;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
843;compromise;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
844;tragic choices;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
845;donor evaluation;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
846;live donor transplantation;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
847;immunosuppressive therapy;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
848;pregnancy complications;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
849;public survey;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
850;waiting time;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
851;capital punishment;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
852;cornea;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
853;execution;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
854;mental capacity act 2005;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
855;mental health act 2005;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
856;nice;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
857;guidance;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
858;macarthur competence assessment tool for clinical research;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
859;comprehension;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
860;allowing to die;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
861;socioeconomics;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
862;end of life;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
863;consensus statement;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
864;phenomenology;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
865;reward;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
866;eligibility;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
867;de novo cancer;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
868;prognosis;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
869;biomedical practices;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
870;gift relationship;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
871;marcel mauss;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
872;emile durkheim;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
873;allogeneic stem cell transplant;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
874;allogreffe de cellules hematopoietiques;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
875;considerations ethiques;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
876;reanimation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
877;assisted death;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
878;autonomy interests;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
879;irreversibility;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
880;adults;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
881;donor and recipient selection;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
882;surgical technique;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
883;culturally sensitive;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
884;hispanic;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
885;latino;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
886;spanish;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
887;emerging biotechnologies;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
888;gene editing;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
889;regenerative medicine;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
890;xenozoonosis;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
891;kidney donors;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
892;kidney paired exchange;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
893;hepatocellular carcinoma;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
894;medical practitioners;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
895;umbilical cord blood;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
896;slippery slopes;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
897;machine perfusion;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
898;recurrent disease;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
899;allogeneic hematopoietic cell transplantation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
900;bone marrow and peripheral blood stem cell donor;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
901;pediatric organ donation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
902;composite graft;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
903;animal research ethics;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
904;bioartificial pancreas;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
905;human research ethics;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
906;translational research ethics;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
907;public interest;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
908;welfare;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
909;storage;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
910;code of ethics;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
911;nursing ethics;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
912;face transplantation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
913;lichenoid inflammation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
914;canada;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
915;banking;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
916;collection;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
917;counselling;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
918;private;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
919;public;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
920;stem cell transplantation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
921;facial transplantation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
922;microvascular surgery;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
923;age discrimination;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
924;disability rights;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
925;assisted reproduction;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
926;biomedical research;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
927;uniform determination of death act;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
928;brain death laws;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
929;carbon monoxide;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
930;nicotine dependence;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
931;smoking cessation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
932;end stage renal disease;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
933;living kidney transplantation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
934;renal failure;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
935;extracorporeal membrane oxygenator;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
936;history of medicine;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
937;fty720;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
938;neurodevelopmental disorders;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
