;meshterms;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
416;finland;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.011030261030261031;0.0;0.0023979142512253774;0.001103026103026103;0.006756756756756757
417;markov chains;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.011030261030261031;0.0;0.0023979142512253774;0.001103026103026103;0.006756756756756757
418;brain injuries;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.011030261030261031;0.0;0.0023979142512253774;0.001103026103026103;0.006756756756756757
419;professional autonomy;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.011030261030261031;0.0;0.0023979142512253774;0.001103026103026103;0.006756756756756757
420;critical illness;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.011030261030261031;0.0;0.0023979142512253774;0.001103026103026103;0.006756756756756757
421;pennsylvania;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.011030261030261031;0.0;0.0023979142512253774;0.001103026103026103;0.006756756756756757
422;leadership;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.011030261030261031;0.0;0.0023979142512253774;0.001103026103026103;0.006756756756756757
423;philadelphia;0.01098901098901099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01098901098901099;0.0;0.0034750303957894286;0.001098901098901099;0.01098901098901099
424;advance care planning;0.01098901098901099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01098901098901099;0.0;0.0034750303957894286;0.001098901098901099;0.01098901098901099
425;injury severity score;0.01098901098901099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01098901098901099;0.0;0.0034750303957894286;0.001098901098901099;0.01098901098901099
426;hospital bed capacity;0.01098901098901099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01098901098901099;0.0;0.0034750303957894286;0.001098901098901099;0.01098901098901099
427;chimera;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.010906134350117752;0.0;0.002379932763662372;0.0010906134350117751;0.006756756756756757
428;sample size;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.010906134350117752;0.0;0.002379932763662372;0.0010906134350117751;0.006756756756756757
429;government agencies;0.005494505494505495;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010813654430675708;0.0;0.0022800931710910545;0.0010813654430675708;0.005494505494505495
430;mothers;0.005494505494505495;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010813654430675708;0.0;0.0022800931710910545;0.0010813654430675708;0.005494505494505495
431;accidents;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
432;preoperative care;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
433;anniversaries and special events;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
434;prejudice;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
435;extracorporeal circulation;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.010625175217269415;0.0;0.002249330452117425;0.0010625175217269414;0.005747126436781609
436;private sector;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.010625175217269415;0.0;0.002249330452117425;0.0010625175217269414;0.005747126436781609
437;truth disclosure;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.010625175217269415;0.0;0.002249330452117425;0.0010625175217269414;0.005747126436781609
438;fetal blood;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.010625175217269415;0.0;0.002249330452117425;0.0010625175217269414;0.005747126436781609
439;operating rooms;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.010602618197554908;0.0;0.0022871372347436783;0.0010602618197554908;0.006329113924050633
440;health priorities;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.010602618197554908;0.0;0.0022871372347436783;0.0010602618197554908;0.006329113924050633
441;tissue engineering;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.004273504273504274;0.0;0.010562812449604903;0.0;0.0022769603379425895;0.0010562812449604903;0.006289308176100629
442;health personnel;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.004273504273504274;0.0;0.010562812449604903;0.0;0.0022769603379425895;0.0010562812449604903;0.006289308176100629
443;activities of daily living;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.004273504273504274;0.0;0.010562812449604903;0.0;0.0022769603379425895;0.0010562812449604903;0.006289308176100629
444;life;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.004273504273504274;0.0;0.010562812449604903;0.0;0.0022769603379425895;0.0010562812449604903;0.006289308176100629
445;hepatectomy;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.004273504273504274;0.0;0.010562812449604903;0.0;0.0022769603379425895;0.0010562812449604903;0.006289308176100629
446;health services research;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.004273504273504274;0.0;0.010562812449604903;0.0;0.0022769603379425895;0.0010562812449604903;0.006289308176100629
447;genetic testing;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.004273504273504274;0.0;0.010562812449604903;0.0;0.0022769603379425895;0.0010562812449604903;0.006289308176100629
448;genetic variation;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.004273504273504274;0.0;0.010562812449604903;0.0;0.0022769603379425895;0.0010562812449604903;0.006289308176100629
449;phylogeny;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.004149377593360996;0.0;0.0;0.010438685769461626;0.0;0.002257730317693621;0.0010438685769461626;0.006289308176100629
450;ethicists;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.004149377593360996;0.0;0.0;0.010438685769461626;0.0;0.002257730317693621;0.0010438685769461626;0.006289308176100629
451;guideline adherence;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.004149377593360996;0.0;0.0;0.010438685769461626;0.0;0.002257730317693621;0.0010438685769461626;0.006289308176100629
452;theology;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.004149377593360996;0.0;0.0;0.010438685769461626;0.0;0.002257730317693621;0.0010438685769461626;0.006289308176100629
453;delayed graft function;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.0103725542749933;0.0;0.0021915484712159688;0.00103725542749933;0.005494505494505495
454;malaysia;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.0103725542749933;0.0;0.0021915484712159688;0.00103725542749933;0.005494505494505495
455;hispanic americans;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.005376344086021506;0.0;0.0;0.0;0.01025439286650931;0.0;0.002165003934562637;0.001025439286650931;0.005376344086021506
456;diet;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.005376344086021506;0.0;0.0;0.0;0.01025439286650931;0.0;0.002165003934562637;0.001025439286650931;0.005376344086021506
457;self care;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.010197197716658018;0.0;0.00215227066613425;0.0010197197716658017;0.005319148936170213
458;research personnel;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.010020630710285883;0.0;0.0021408979702924476;0.0010020630710285883;0.005747126436781609
459;cold ischemia;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.010020630710285883;0.0;0.0021408979702924476;0.0010020630710285883;0.005747126436781609
460;compensation and redress;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.010020630710285883;0.0;0.0021408979702924476;0.0010020630710285883;0.005747126436781609
461;vascular patency;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.009896504030142604;0.0;0.0021200816936769594;0.0009896504030142603;0.005747126436781609
462;philosophy;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.009896504030142604;0.0;0.0021200816936769594;0.0009896504030142603;0.005747126436781609
463;body image;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.009768009768009768;0.0;0.0020792901545697686;0.0009768009768009768;0.005494505494505495
464;confusion;0.0;0.0;0.0;0.0;0.0;0.0;0.00975609756097561;0.0;0.0;0.0;0.0;0.00975609756097561;0.0;0.003085148936749639;0.000975609756097561;0.00975609756097561
465;nuclear family;0.0;0.0;0.0;0.0;0.0;0.0;0.00975609756097561;0.0;0.0;0.0;0.0;0.00975609756097561;0.0;0.003085148936749639;0.000975609756097561;0.00975609756097561
466;transplantation chimera;0.0;0.0;0.0;0.0;0.0;0.0;0.00975609756097561;0.0;0.0;0.0;0.0;0.00975609756097561;0.0;0.003085148936749639;0.000975609756097561;0.00975609756097561
467;hepacivirus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.00641025641025641;0.00964984835952578;0.0;0.002050906497970903;0.000964984835952578;0.005376344086021506
468;european continental ancestry group;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.00641025641025641;0.00964984835952578;0.0;0.002050906497970903;0.000964984835952578;0.005376344086021506
469;heterografts;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.00641025641025641;0.00964984835952578;0.0;0.002050906497970903;0.000964984835952578;0.005376344086021506
470;saudi arabia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.0;0.00964984835952578;0.0;0.002050906497970903;0.000964984835952578;0.005376344086021506
471;health resources;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.0;0.00964984835952578;0.0;0.002050906497970903;0.000964984835952578;0.005376344086021506
472;jews;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.0;0.00964984835952578;0.0;0.002050906497970903;0.000964984835952578;0.005376344086021506
473;health surveys;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.0;0.00964984835952578;0.0;0.002050906497970903;0.000964984835952578;0.005376344086021506
474;moral status;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.0;0.00964984835952578;0.0;0.002050906497970903;0.000964984835952578;0.005376344086021506
475;guilt;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.00964388308786649;0.0;0.002057681460614069;0.0009643883087866491;0.005494505494505495
476;health education;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.00964388308786649;0.0;0.002057681460614069;0.0009643883087866491;0.005494505494505495
477;housing;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.009592653209674486;0.0;0.0020372717219281325;0.0009592653209674485;0.005319148936170213
478;combined modality therapy;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.009592653209674486;0.0;0.0020372717219281325;0.0009592653209674485;0.005319148936170213
479;minors;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.009592653209674486;0.0;0.0020372717219281325;0.0009592653209674485;0.005319148936170213
480;disclosure;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.009592653209674486;0.0;0.0020372717219281325;0.0009592653209674485;0.005319148936170213
481;rare diseases;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.009592653209674486;0.0;0.0020372717219281325;0.0009592653209674485;0.005319148936170213
482;delivery of health care;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.004149377593360996;0.0;0.00641025641025641;0.009525721679382503;0.0;0.0020289152217182168;0.0009525721679382503;0.005376344086021506
483;propensity score;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.004149377593360996;0.0;0.0;0.009525721679382503;0.0;0.0020289152217182168;0.0009525721679382503;0.005376344086021506
484;thinking;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.004149377593360996;0.0;0.0;0.009525721679382503;0.0;0.0020289152217182168;0.0009525721679382503;0.005376344086021506
485;family conflict;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.009468526529531208;0.0;0.002015092508309437;0.0009468526529531208;0.005319148936170213
486;social media;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.009468526529531208;0.0;0.002015092508309437;0.0009468526529531208;0.005319148936170213
487;health expenditures;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.004273504273504274;0.0;0.009151553053992078;0.0;0.0019345716250051236;0.0009151553053992078;0.004878048780487805
488;cost of illness;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.004273504273504274;0.00641025641025641;0.009151553053992078;0.0;0.0019345716250051236;0.0009151553053992078;0.004878048780487805
489;mortality;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.004273504273504274;0.0;0.009151553053992078;0.0;0.0019345716250051236;0.0009151553053992078;0.004878048780487805
490;eligibility determination;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.004273504273504274;0.00641025641025641;0.009151553053992078;0.0;0.0019345716250051236;0.0009151553053992078;0.004878048780487805
491;social stigma;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.004149377593360996;0.0;0.00641025641025641;0.0090274263738488;0.0;0.00191088262397769;0.0009027426373848801;0.004878048780487805
492;new york city;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.004149377593360996;0.0;0.0;0.0090274263738488;0.0;0.00191088262397769;0.0009027426373848801;0.004878048780487805
493;laparoscopy;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.004149377593360996;0.0;0.0;0.0090274263738488;0.0;0.00191088262397769;0.0009027426373848801;0.004878048780487805
494;fear;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.004149377593360996;0.0;0.0;0.0090274263738488;0.0;0.00191088262397769;0.0009027426373848801;0.004878048780487805
495;hemodynamics;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.004149377593360996;0.0;0.0;0.0090274263738488;0.0;0.00191088262397769;0.0009027426373848801;0.004878048780487805
496;united states public health service;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008547008547008548;0.0;0.008547008547008548;0.0;0.002702801418947333;0.0008547008547008548;0.008547008547008548
497;informed consent by minors;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
498;congenital abnormalities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.00641025641025641;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
499;respect;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
500;personal satisfaction;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
501;stakeholder participation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
502;expert testimony;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
503;video recording;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
504;technology transfer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
505;hospitalization;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
506;reimbursement mechanisms;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
507;caregivers;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
508;bibliometrics;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
509;manometry;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
510;periodicals as topic;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
511;croatia;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
512;renal replacement therapy;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
513;latvia;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
514;fetal development;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
515;disasters;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
516;colombia;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
517;hematologic tests;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
518;basiliximab;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
519;patient admission;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
520;human genome project;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
521;qatar;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
522;western world;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
523;phosphorylation;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
524;in vitro techniques;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
525;social discrimination;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
526;psychiatry;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
527;bioreactors;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
528;cardiac surgical procedures;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
529;digestive system surgical procedures;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
530;immune system phenomena;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
531;stem cell transplantation;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
532;arab world;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
533;documentation;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
534;retirement;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
535;humanism;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
536;psychiatric status rating scales;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
537;haplotypes;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
538;medically uninsured;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
539;south carolina;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
540;arousal;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
541;professional misconduct;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
542;disaster planning;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
543;central nervous system neoplasms;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
544;publishing;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
545;warfare;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
546;editorial policies;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
547;guyana;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
548;health status indicators;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
549;legislation as topic;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
550;pulsatile flow;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
551;drug stability;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
552;transplantation conditioning;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
