;keywords;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
518;ownership;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
519;willing sellers;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
520;hughes;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
521;rights;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
522;mentally incompetents;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
523;ethical criteria;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
524;kidney sales;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
525;social aspects;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
526;reluctant sellers;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
527;zutlevics;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
528;brecher;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
529;sharia and transplantation;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
530;muslims and kidney donation;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
531;rejection;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
532;uterus;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
533;animal welfare;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
534;transplantation medicine;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
535;apoptosis;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.005747126436781609;0.0;0.0018174009541197583;0.0005747126436781609;0.005747126436781609
536;renal disease;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005494505494505495;0.0;0.0017375151978947143;0.0005494505494505495;0.005494505494505495
537;do not resuscitate;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
538;markets;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
539;dignity;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
540;dignity as a constraint;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
541;frailty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
542;dignity as empowerment;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
543;racial inequality;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
544;cognition disorders;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
545;unrelated donors;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
546;negotiating;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
547;moral obligations;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
548;social media;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
549;controlled donation after circulatory determination of death;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
550;nodat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
551;paired kidney exchange;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
552;cardiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
553;midwives;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
554;mild cognitive impairment;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
555;older patients;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
556;longevity;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
557;dobutamine;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
558;transplant candidates;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
559;qatar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
560;medical futility;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
561;transplant outcomes;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
562;humans;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
563;goals;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
564;declaration of sydney;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
565;frontiers in surgery;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
566;vascularized composite allografts reconstructive transplant surgery;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
567;acute kidney injury;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
568;hemodynamics;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
569;laparoscopy;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
570;lipocalins;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
571;nephrectomy;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
572;harvard report;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
573;world medical association;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
574;bone;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
575;ptdm;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
576;allograft;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
577;organ selling;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
578;organ markets;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
579;transplant recipients;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
580;kidney voucher;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
581;prisoners;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
582;australia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
583;adolescent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
584;anxiety;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
585;comorbidity;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
586;geriatric nephrology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
587;prevention;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
588;microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
589;cartilage allograft;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
590;heart rate variability;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
591;kidney chains;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
592;kidney exchanges;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
593;kidney vouchers;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
594;hepatobiliary disease;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
595;organ tourism;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
596;hepatobiliary tumours;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
597;chronic disease;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
598;health behavior;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
599;self care;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
600;early warning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
601;patient deterioration;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
602;patient selection;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
603;dual agency;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
604;physician duties;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
605;role morality;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
606;orthodox judaism;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
607;roman catholicism;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
608;turkey;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
609;religious affairs administration;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
610;procedures with insufficient science;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
611;waitlist management;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.00641025641025641;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
612;infectious disease;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.03205128205128205;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
613;the national kidney registry;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
614;opioid substitution therapy;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
615;incentives;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
616;transplant eligibility;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
617;tissue safety;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
618;erectile function;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
619;tissue donation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
620;procurement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
621;metformin;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
622;musculoskeletal tissue;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
623;penis;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
624;inflammation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.00641025641025641;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
625;organ transplants;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.00641025641025641;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
626;psychiatric illness;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
627;sale of human organs;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
628;opioid analgesics;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
629;feasibility;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
630;organisational development;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
631;donation after brain death;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
632;extended criteria donor;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
633;hypothermic oxygenated machine perfusion;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
634;addiction;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
635;cardiovascular disease;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
636;high intensity interval training;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
637;change management;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
638;immunology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
639;brain criterion of death;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.005376344086021506;0.0;0.0017001492796604191;0.0005376344086021505;0.005376344086021506
640;biliary complications;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005319148936170213;0.0;0.0016820625851959464;0.0005319148936170213;0.005319148936170213
641;fungal infection;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005319148936170213;0.0;0.0016820625851959464;0.0005319148936170213;0.005319148936170213
642;outflow;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005319148936170213;0.0;0.0016820625851959464;0.0005319148936170213;0.005319148936170213
643;islamic perspective;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005319148936170213;0.0;0.0016820625851959464;0.0005319148936170213;0.005319148936170213
644;nigeria;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005319148936170213;0.0;0.0016820625851959464;0.0005319148936170213;0.005319148936170213
645;liver failure;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005319148936170213;0.0;0.0016820625851959464;0.0005319148936170213;0.005319148936170213
646;bacterial infection;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005319148936170213;0.0;0.0016820625851959464;0.0005319148936170213;0.005319148936170213
647;adult to adult living donor liver transplantation;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005319148936170213;0.0;0.0016820625851959464;0.0005319148936170213;0.005319148936170213
648;de novo cancer;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0015425744683748195;0.0004878048780487805;0.004878048780487805
649;machine perfusion;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0015425744683748195;0.0004878048780487805;0.004878048780487805
650;recurrent disease;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0015425744683748195;0.0004878048780487805;0.004878048780487805
651;allogeneic hematopoietic cell transplantation;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0015425744683748195;0.0004878048780487805;0.004878048780487805
652;bone marrow and peripheral blood stem cell donor;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0015425744683748195;0.0004878048780487805;0.004878048780487805
653;pediatric organ donation;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0015425744683748195;0.0004878048780487805;0.004878048780487805
654;prognosis;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0015425744683748195;0.0004878048780487805;0.004878048780487805
655;composite graft;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0015425744683748195;0.0004878048780487805;0.004878048780487805
656;umbilical cord blood;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0015425744683748195;0.0004878048780487805;0.004878048780487805
